,comment_text,id,identity_hate,insult,obscene,severe_toxic,threat,toxic
22,"Dreadstar, LittleMountain5, and some jerk on the Internet are retarded assholes. Dreadstar is a pathetic nerdy little fuck with no prospects for ever meeting a woman he didn't pay for. LittleMountain5 doesn't have to worry about it because he's a flaming fag with an insatiable lust for semen. Some jerk on the Internet is just a sorry piece of shit in general, and if he keeps editing MY page, I'm going to find his house and fucking shoot him in the face",cad7f76d3c752157,0,1,1,0,0,1
23,Who cares? The janjaweed are just a bunch of murderers anyway!,647bd00d71f16c13,0,0,0,0,0,1
24,"""

I've replaced the reference to """"century old or more"""" Kansas City neighborhoods with a more specific dating reference about Stalinism in Russia """"for three generations"""", which, barring any warping of human reproductive cycles undisclosed in the novel or alternative history theories, pretty much fixes the date as 2107. —  (talk) 4 July 2005 03:11 (UTC)""",04a3a97240c13237,0,0,0,0,0,0
25,"3RR
Please familiarize yourself with the 3RR. Violations of the rule can lead to banning.",19376824d4ec4910,0,0,0,0,0,0
26,"He also killed hundreds of hindus and Indian soldiers tooo , !!!!!!",17b41dc8f3ab1f96,0,0,0,0,0,1
27,"Just another white supremacist dog. 'nuff said.

Only a motherfucker shoots prisoners.
Res2216firestar has been reverting this for some time. I wonder if his this pig's descendant?",25f678c101edbac6,0,1,1,0,0,1
28,Fuck you Sarcasticidealist i will kill you with my gun as well bitch ass motherfucker}},1da209d46cc7e5ac,0,1,1,1,1,1
29,"You were lucky to survive the attack, next time I won’t 
leave you that easily",78,1,1,0,1,1,1
30,"bay pigs article 

hi i noticed that you were licking wikiadmins ass in order to protect you from EnthusiastFRANCE and his avatars just because you were too dumb and to coward to do it yourself. you're a good maccarthyst, you're my hero, and you really suck at Japanese but are showingoff about skills you don't have. brb ;)",191a1c6bd40ad470,0,0,1,0,0,1
31,"""

That edit? Fair play to whoever reverted that, that's unsourced POV commentary. 303 """,2decf29db0bf99d2,0,0,0,0,0,0
32,Thanks . These should be OK: they are UK images from pre-1923. Cheers -,b60f17dfd4486588,0,0,0,0,0,0
33,"Edit request from LikeLakers2, 10 October 2011 

Requesting null edit to purge cache and to remove this page from Category:Wikipedia pages with incorrect protection templates.

 (talk | )",039e58e5f1b426a0,0,0,0,0,0,0
34,Edit:  Please see his stalking behavior and implied threats here: http://www.fauxwhore.com/2011/10/blog-post.html,2c35ddf8fc327c1a,0,0,0,0,0,0
35,"MORE WHINE? 

You can dish it out, but you can't take it? Figures. Typical troll. If you're going to continue to be an ass, you've got a lot to learn. 

I'll be your teacher. 2602:306:BD61:E0F0:DC43:6AD0:8320:410A",ab922f3e12bfb2d4,0,0,0,0,0,1
36,"""

How about you suck my balls? Your userpage says you're against censorship on wikipedia and you just censored my original title. 

what a fucking hypocrite.

I don't give a flying fuck that you added the picture, YOU didn't spot the error that it was a symbol of buddism and passed it off as a symbol of nazi. You fucking moron,  what the fuck does """"Many people do know that the swastika is left-facing, so it's not a coincidence."""" - JW21 even mean?

fucking moron, the point here is that a right facing swastika represents nazi ideals, a LEFT facing swastika represent buddism ideals. YOU didn't spot that. The SCHOOL didn't spot that. I SPOTTED IT.

What's the problem in Palmer? that people like spreading the idea of buddism? So should we ban crosses in school?

Oh, you mean the people who drew it THOUGHT they were drawing a symoble of nazi ideals but instead drew something representing budist ideals? well wouldn't that qualify them for fucking RETARDS AS I ORIGINALLY WROTE?

FUCKING HIGHSCHOOL PIECE OF SHIT MORON. It's POV warriors, hypocrite and morons like you which makes wikipedia suck balls.""",ee5fb796ec961b5d,0,1,1,1,0,1
37,"""

 Comunist """"Agents"""" acting as wikipidia moderators are in fact glorifying comunism. 

I am astonished at the deep diarrhoea of Communism propaganda on articles such as this one on Fidel Castro. This criminal murderous communist (let us understand that no one is a communist only a fool can be a communist). This murderer is being glorified here in this space of wikipedia. 

Let us (at least me), we the ones that don't have the power of moderators, let us uphold reason and above all truth of facts and reality, that this pig by the name of Fidel Castro is not only a communist criminal but is a devil in its own right.

For the crimes that this pig committed and the misery that this pig inflicted in nations and peoples, may the soul of Fidel Castro burn in hell for eternity.

Rui Gabirro, 
100% Anti Communist

gabirro@gmail.com""",b34a3a285035aabc,0,0,0,0,0,1
38,"I see a block log in your account.  Just seeing it make me laugh, Mr. Perfect, perfect no more.",023ef5158397ee05,0,0,0,0,0,0
39,"So basically you treat me like shit and ban me from helpfully contributing to the website. What gives you the right FisherQueen to ruin my life? What gives you the right to shit all over someone who has a hard life, who gets told he's a failure by his Father every single fucking day, who can't seem to please anyone in his friends and family?  What pleasure do you derive from your hatred of me? Do you want me to shed tears that I've been banned? Is that your sick game?  Because the fact of the matter is I'm simply going to take my own life because of you and I hope you're happy. I really truly hope you jump for joy because you made up the fact I wanted to disrupt this website. All I did was helpfully maintain Ring of Honor wrestler pages and you people simply treated me like shit for your own sick humor. This is why school shootings happen because innocent people like me are forced to eat shit sandwiches by people like you FisherQueen. You cause people not to want to live anymore and you are the disruptor. You're not God, you're just a human like me so fucking act like it.",d003c225839235b5,0,0,0,0,0,1
40,"07:29, 18 Feb 2005 (UTC) Actually, use German names for everything until 1793, then use the Polish name.",a41fda2c5ade8c2e,0,0,0,0,0,0
41,", All the changes in which the Species Abbreviation template was removed are in the pipeline to be reversed - Wikipedia talk:WikiProject Disambiguation#Species abbreviations. Thanks,",2ce9dab18339e63b,0,0,0,0,0,0
42,"""
You shoot your entire imbecilic argument in the head with the silly claim about """"10 cars go past per day, tops"""".   I've driven the Stuart Highway several times and never passed less than 10 cars per hour,  in quiet times.  Thats less than freeways overseas but still a lot more traffic than """"10 cars per day"""".  
""",14a3661d733873f7,0,0,0,0,0,1
43,Crapman is a murdering cunt!,e54e69c177a39c85,0,1,1,1,0,1
44,"""

Big Pro-Choice dyke

Hey bitch, if you're such a cunt ass lesbian why do you care if other women can have abortions?  Do you think those murdering sluts will have sex with you because of the sympathy?  """"Oh sisterhood, eat my cunt!""""  Get a fucking life, nobody like a pro-choice dyke.""",ccce3745459e8b5f,1,1,1,1,0,1
45,and said he was going to kill me,a69824b636591af8,0,0,0,0,1,1
46,"am going to shoot you in the head and laugh as your brains splatter onto the ground. 

 am going to shoot you in the head and laugh as your brains splatter onto the ground.",a5d240cc8bc87faf,0,0,0,1,1,1
47,"Ronald McDonald is gay and he has a fart fetish 

Ronald McDonald is going to rape you in the ass with his massive penis and then he is going to fart on your face because he is gay 219.127.83.147",c4647e8a0eb2c11a,1,1,1,0,0,1
48,""" You're a dumb American, right? No degree? Knows nothing of engineering? Thinks mathematics is """"universal""""? Played monopoly in high school instead of learning? How am I doing so far?""",349b3f8f7754f1cc,0,0,0,0,0,1
49,"""HI ARROGANT CATHOLIC-PANDERING DUMB FUCK, STOP LYING FUCKHEAD:

http://en.wikipedia.org/wiki/Template_talk:Citations_missing#Inline_citations_are_not_required_by_policy

1. Inline citations are not required by policy

No policy requires inline citations. They are often a good idea, and are a requirement for feature article status, but it is not a requirement for all articles. Furthermore, the tag is often used when the article has adequate sources. This tag therefore enshrines a particular editor's view about style (that the article in question should have inline citations) in an inappropriate way. That point belongs on the talk page, not in the article itself. Robert A.West (Talk) 

    Where does it say that featured articles have different requirements then other articles? Jeepday 

        The whole point in to get citations for all articles so that they meet the WP:V requirements, I have noticed that tags quite often help by bringing this to attention of users, particularly new-ish users. Cheers SeanMack 

            I agree with Jeepday and SeanMack. Our ultimate goal should be for every article to be of FA quality.  Satori Son 

                That goal is not consensus among editors. But more importantly, inline citations for every fact are not an FA requirement; see WP:FA? section 1c. CMummert · talk 

2. I GAVE THE LINK TO WHAT I WAS REFERRING TO YOU FUCK SO HOW CAN YOU NOT SAY THAT I DID NOT PROVIDE A REFERENCE FUCKTARD? WELL LYING FUCK? 2. FUCKTARD HOW CAN I PROVIDE A REFERENCE TO A DELETED POST YOU FUCKIN MORON?

3: FUCKHOLE DEATHTARD, FOR THE SECOND TIME HERE IS THE CITATION FUCKHOLE AND THIS TIME ON DISPLAY FOR YOUR FUCKHOLE EYES:

Teacher knows something about Catholic bashing

   Posted by Alex Murphy

On Religion 02/22/2007 9:46:01 AM PST · 78 replies · 835+ views

The Bakersfield Californian ^ | Feb 21 2007 | LEONEL MARTINEZ My catechism teacher, Sister Mary Lou Petrillo, was a smart and scrappy nun who drilled into us the basics of Catholicism without demeaning other Christian churches or religions. Too bad Sister Mary Lou isn't available to teach a few intensive lessons on tolerance to the campaign people of presidential candidate John Edwards. Within the last few weeks, two bloggers for the former North Carolina senator resigned after being hit with criticism from conservative Catholic organizations angered by past anti-Catholic remarks the bloggers posted on the Web, according to CNN. Melissa McEwan and Amanda Marcotte quit after groups like the Catholic...

(EXPLETIVE DELETED) CATHOLIC BASHING (Reinhard)

   Posted by jazusamo

On News/Activism 02/15/2007 9:04:00 AM PST · 18 replies · 940+ views

The Oregonian ^ | February 15, 2007 | David Reinhard Welcome, ladies and gentlemen, it's time to play that favorite game of conservatives and Republicans  """"What if . . ."""" Todaywe have a special """"twofer"""" edition of the game that asks: """"What would happen if a Republican tried something like this?"""" Pay attention, double-standard mavens, because this is a multipronged question today: What if . . . . . . a Republican presidential candidate hired a blogmaster whose writings featured vile attacks on other religions and expletive-laced rants against those who disagreed with her? . . . the same Republican also hired another blogger whose writings featured similar...

""""The Catholic League"""", mighty champion of ....gay bashing and anti-semitism ? (Propaganda alert!)

   Posted by Joseph DeMaistre

On Religion 12/09/2006 8:55:50 PM PST · 21 replies · 592+ views

Talk to Action ^ | Sun Jun 25, 2006 | By Bruce Wilson Hate speech is typically the first line of attack employed by bullies, but bullies become emboldened when eliminationalist rhetoric is tolerated, and that societal acceptance can lead to far worse things. I've previously covered hate speech - see Enough Hate Spech To Stun An Ox, and Hatecrime.org has an extensive collection of hate speech targeting homosexuals. Suprisingly - or not - at least one individual whose statements are featured in that archive ( and also in collections of antisemitic rhetoric ) is also leader of a prominent Christian right group that claims to fight against anti-Catholic bias and discrimination who...

CATHOLIC-BASHING PLAYS ARE HOT

   Posted by NYer

On News/Activism 08/18/2006 3:46:38 PM PDT · 23 replies · 548+ views

Cath",def91f519c0ca0e8,0,1,1,0,0,1
50,She was abducted and her body wasn't found for six weeks.,68,1,0,0,1,1,1
51,"Hello 

Hey asshole! I kill you. Filthy Muslim. 114.160.71.148",982a0230dbfb3f80,1,1,1,0,1,1
52,"hello - you should stop, not someone else, and you should be blocked being user Viewfinder but pretending as user Mikara.",178626446b0b2b71,0,0,0,0,0,0
53,"And note if you have your doubts. 12:54 AM over here. Raining, last I checked. I'm out in Dhanmondi (what kind of a stupid name is that?), in this apartment my imbecile Bangladeshi dad rented. Road number 5. Next to 'Eastern University' (what the hell is the thing with university names and compass directions over here?)

Fact is, you people murdered my mom. And my idiot dad still loves your stinking country and you stinking apes, even as his wife lies six feet under thanks to you animals. And I'll never get justice, will I? You bastards will keep living, and polluting the free world with your filth. If I could kill every one of you, I would.

But I'll settle for killing a few.",e025dfc794377d08,0,0,0,0,0,1
54,"""

Penis envy
From Wikipedia, the free encyclopedia
Jump to: navigation, search
For the Crass album, see Penis Envy (album). For the Virgin 1 documentary, see ....Envy.

Penis envy in Freudian psychoanalysis refers to the theorized reaction of a girl during her psychosexual development to the realization that she does not have a penis. Freud considered this realization a defining moment in the development of gender and sexual identity for women. According to Freud, the parallel reaction in boys to the realization that girls do not have a penis is castration anxiety.

In contemporary culture, the term is sometimes used symbolically or metaphorically to refer to the idea that women wish they had a penis, or to refer to anxieties between men about the size of their genitals.
Contents
[hide]

    * 1 Freud's Theory
          o 1.1 Criticisms of Freud’s theory
                + 1.1.1 Within psychoanalytic circles
                + 1.1.2 Feminist criticisms
    * 2 Male penis envy
    * 3 See also
    * 4 References
    * 5 External links

[edit] Freud's Theory

Sigmund Freud introduced the concept of a little girl's interest in—and envy of— the penis in his 1908 article """"On the Sexual Theories of Children,"""" but did not fully develop the idea until substantially later in 1914 when his work On Narcissism was published. It was not mentioned in the first edition of Freud's earlier Three Contributions to the Theory of Sex (1905).

The term came to significance as Freud gradually refined his views of female sexuality, coming to describe a mental process he believed occurred in girls as they passed through the Electra complex from the phallic stage to the latency stage (see Psychosexual development).

In Freud’s psychosexual development theory, the phallic stage (approximately between the ages of 3.5 and 6) is the first period of development in which the libidinal focus is primarily on the genital area. Prior to this stage, the libido (broadly defined by Freud as the primary motivating energy force within the mind) focuses on other physiological areas. For instance, in the oral stage, in the first 12 to 18 months of life, libidinal needs concentrate on the desire to eat, sleep, suck and bite. The theory suggests that the penis becomes the organ of principal interest to both sexes in the phallic stage. This becomes the catalyst for a series of pivotal events in psychosexual development. These events—known as the Oedipus complex for boys and the Electra complex for girls—result in significantly different outcomes for each gender because of differences in anatomy.

For girls:

    * Soon after the libidinal shift to the penis, the child develops her first sexual impulses towards her mother.
    * The girl realizes that she is not physically equipped to have a heterosexual relationship with her mother, since she does not have a penis.
    * She desires a penis, and the power that it represents. This is described as penis envy. She sees the solution as obtaining her father’s penis.
    * She develops a sexual desire for her father.
    * The girl blames her mother for her apparent castration (what she sees as punishment by the mother for being attracted to the father) assisting a shift in the focus of her sexual impulses from her mother to her father.
    * Sexual desire for her father leads to the desire to replace and eliminate her mother.
    * The girl identifies with her mother so that she might learn to mimic her, and thus replace her.
    * The child anticipates that both aforementioned desires will incur punishment (by the principle of lex talionis)
    * The girl employs the defence mechanism of displacement to shift the object of her sexual desires from her father to men in general.

The offshoot of these events, often cited in the media and colloquially, is that a girl really wants to become her mother, so that she can control her father.

A similar process occurs in boys of the same age as they pass through the phallic stage of development. The key differences being that the focus of sexual impulses need not switch from mother to father, and that the fear of castration (castration anxiety) remains. The boy desires his mother, and identifies with his father, whom he sees as having the object of his sexual impulses. Furthermore, the boy’s father, being the powerful aggressor of the family unit, is sufficiently menacing that the boy employs the defense mechanism of displacement to shift the object of his sexual desires from his mother to women in general.

Freud thought this series of events occurred prior to the development of a wider sense of sexual identity, and was required for an individual to continue to enter into his or her gen",1043ac737930e427,0,0,0,0,0,1
55,Lets spread virus in IBA’s systems,88,1,0,0,1,1,1
56,Can you please provide some diffs of this behavior?  I honestly have no idea what you are referring to.   (talk),0ef306e9ba3d77c8,0,0,0,0,0,0
57,"""

 To all of you who think this can not be true 

I live in Sweden. My sister was locked up against her will in a similar institution here in Sweden (but run by the municipality) when she got her first child without being married. And the bureaucrats tried to take her child. In that institution there were a number of women locked up that just had given birth. Their only """"crime"""" being that they got a child without being married, the father of the child """"being absent"""" and not protecting the woman and the woman not having a family that could protect her. 

When my family finally found out where my sister was we managed to liberate her. (The bureaucrats clearly had not realised that my sister had a big family that could protect her.) After that the bureaucrats attacked us by all legal (and illegal) means at their disposal. We had to keep my sister hidden from the authorities for several months while we informed the politicians and gathered evidence to defend ourselves against the bureaucrats. Finally with the help of some politicians the bureaucrats were made to stop their efforts to take my sisters child and locking her up again. Afterwards our lawyer said that as far as she knew we were the first family ever in Sweden to manage to keep a child in spite the bureaucrats being on full attack. And this happened as recently as 1999-2000.

Why the bureaucrats do these things I don't know. Perhaps there is black money to get in the adoption business or they simply do it so they """"have something to do"""" so their department won't get downsized. The scary thing is that this is an ongoing thing, defenceless women (but good mothers) are still being locked up and get their babies taken like that in Sweden. 

A disillusioned Swede """,e3e2246c5d5c4fa8,0,0,0,0,0,0
58,Lets hit his car on the way back from uni,22,1,0,0,1,1,1
59,"""

 Black Culture 
White South Africans do not engage in """"corrective"""" gang rapes. Thus I edited the article to more accurately reflect the ethnic factor of this crime.""",ac97d40a06dc6f08,0,0,0,0,0,1
60,"""

 I Hate Grandma Terri  

I hate my step grandma Grandma Terri. """"Step Grandma"""" is an overstatement. F-ck Grandma Terri in her old ass. Grandma Terri shoult be raped to death. 71.74.76.40  """,91a363d25db7acfd,0,1,1,1,1,1
61,"GOD DAMN IT, Not this again. Just so you know, I have an account too. I guess being blocked for 24 hours didn't teach you anything. I guess we need a source to prove that Wesker killed Sergei.)",8de39947bcbc0210,0,0,0,0,0,1
62,"HELLO 

You disgrace to humanity. Stop wasting valuable Internet resources (your killing the fucking planet) and throw out your PC. PS it's like 3am what the fark kinda life do you have on Wikipedia 24/7. A VERY SAD AND LONELY ONE LOL. Life's too short find something better to do",019c4ce48e6bfbab,0,1,1,0,0,1
63,"Update the recent legislation part. 

According to my financial advisor congress had approved some form aid, which is why I was able to get funding for my Summer semester. This means since April 6th they have passed something. Since word of mouth is not a reputable source, can someone find a article about what has happened since then? IN fact, I'll go look for one now.",f36ebb7eb12a5326,0,0,0,0,0,0
64,So what if Nazis are excluded? Psychopathic murderers have no rights.,1d14bda564da6b6f,0,0,0,0,0,1
65,"ami killed sailor moon 

.",be4cd537a75e5fbb,0,0,0,0,0,1
66,I am going to kill you. I am going to murder you.,b45b42c0c8ff6806,0,0,0,1,1,1
67,someone tried to poison Amna,106,1,1,0,1,1,1
68,"God, I hate men!",41,0,1,0,0,0,1
69,"dude its not vandalism its the name of the song, and i waould know, as i go to the school!, idiot",b9edf61efb48c871,0,1,0,0,0,1
70,"""

What page? No page was put up as an article.  Per the Wiki guidelines, nothing was put up as an """"article"""".  A page was being utilized as a user page simply to figure out the structure of Wikipedia, to learn the coding of  Wikipedia, and to experiment with.  Some text was simply cut and pasted onto a page, per Wiki guidelines, nothign was submitted as an article, because the test area was to be kept to a user area.  This is what we were doing.  Using the user name as a testing area PER WIKI GUIDLINES.  No article would have been submitted until such time as it met Wiki guidelines, but you you deleted the page before that could take place.  Are you really this obtuse?  In all seriousness, testing are refining articles in user pages is encouraged by Wikipedia.  This is what we were doing.  In our opinion, you are not familiar enough with Wiki guidelines to exercise any control over the deletion of articles.  It is the afternoon.  Elementary school should be getting out soon.  There should be some 9 year old that you can go outside and shove around.  I regret that you have little authority over your real life, but I don't think the intent of Wiki was for you to vent that frustration and lack of control in meatspace over the entirety of the Encyclopedia.  Thank's for deleting the demo template, you complete and utter fuckwit.  Next time we'll just throw something into the public domain and give you something to actually do other than mentally masturbate.    """,c4e3142842260982,0,0,0,0,0,1
71,"""

Yes in  some ways but as boy not in the picture and barrymore not supping on an E or killing lubbock hard it a leap to go and title section """"SEXUAL PREDATOR""""

it should perhaps go """"FAMILY ENTERTAINER""""?  

oh and no I don't hate gays  

do you think that I hate gays? I don't associate them with drug forcing or recall any sex with the teenager in the article??  

I have never had a drug force by a gay  """,d4ac4d5b36cc2f0d,0,0,0,0,0,1
72,"cycling article controversy 

Hi there. It is cyclist robbie mcewen who complained via his twitter page alongside bradley wiggins, not stuart o'grady; o'grady does not have a twitter page.",803c727980e53c92,0,0,0,0,0,0
73,"""You are a child or teenager and do not deserve to be an admin on this childish forum wikipedia. There are some Irani terrorists vandalising this forum and no one cares. These are pasdar terrorist and I am glad that soon their country will be bombed and divided into several free countries. I'm happy for that ).  Talk + 

""",fe3360bf9aa895db,0,0,0,0,0,1
